proNo,proID,Lat,Lng,proType,Price_k,bedroom,bathroom,parking,age_md,income_md,local_Per,English_Per,rent_md,sch_rank,to_station,Time_train,Total_Time,supermarket,hospital,shopping_center,clinic,Formated_Address,Postal_Code,Locality,pro_type_no,pro_type_real,price_real,link,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
3787,113478419,-37.899414,145.16327,House,659,3,1,2,43,456,0.44,0.41,375,111,33,37,70,584,2233,635,1226,"9 Crocus Cres, Glen Waverley VIC 3150, Australia",3150,Glen Waverley,1,House,659000,http://www.realestate.com.au/property-house-vic-glen+waverley-113478419,,1,1,1,,,,,1,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,8
3788,113478907,-37.982092,145.048184,House,932,3,2,2,41,687,0.72,0.9,270,411,23,43,66,1256,1288,1355,777,"23 Hastings Ave, Beaumaris VIC 3193, Australia",3193,Beaumaris,1,House,932000,http://www.realestate.com.au/property-house-vic-beaumaris-113478907,,,1,,,,,,,,,1,,1,,,,1,,1,,,,,,,,1,1,,,,,,7
3789,113478943,-37.795491,144.757188,House,393,4,2,2,28,749,0.47,0.45,330,486,45,26,90,1804,5000,1884,1376,"19 Taunton Grove, Derrimut VIC 3030, Australia",3030,Derrimut,1,House,393000,http://www.realestate.com.au/property-house-vic-derrimut-113478943,1,1,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,6
3790,113478955,-37.724521,144.792758,House,363,3,1,2,34,435,0.57,0.46,228,414,14,31,44,2395,4415,1075,736,"59 Carbine Way, Keilor Downs VIC 3038, Australia",3038,Keilor Downs,1,House,363000,http://www.realestate.com.au/property-house-vic-keilor+downs-113478955,1,1,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,1,,,,1,1,1,1
3791,113479675,-37.694035,144.744827,House,273,2,1,1,32,776,0.58,0.53,265,414,37,34,71,2795,5000,4783,114,"10 Tintern Loop, Hillside VIC 3037, Australia",3037,Hillside,1,House,272500,http://www.realestate.com.au/property-house-vic-hillside-113479675,,1,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,5
3792,113480591,-37.757368,145.130611,Apartment,416,2,1,2,38,660,0.64,0.66,380,366,45,52,90,2313,4503,3034,1219,"10/22-36 Anderson St, Templestowe VIC 3106, Australia",3106,Templestowe,0,Apartment,416000,http://www.realestate.com.au/property-apartment-vic-templestowe-113480591,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,2
3793,113480827,-37.830685,144.870951,House,620,3,2,2,35,816,0.67,0.7,242,319,23,18,40,1790,3551,1799,14,"49 Greene St, South Kingsville VIC 3015, Australia",3015,South Kingsville,1,Townhouse,620000,http://www.realestate.com.au/property-townhouse-vic-south+kingsville-113480827,1,1,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,5
3794,113480987,-37.85437,144.980525,Apartment,410,1,1,1,30,1101,0.41,0.62,461,24,15,14,28,601,583,873,344,"604/83 Queens Rd, Melbourne VIC 3004, Australia",3004,Melbourne,0,Apartment,410000,http://www.realestate.com.au/property-apartment-vic-melbourne-113480987,1,,1,,,,1,,1,,,,1,1,,,,1,1,,,,1,,,,,,,,,,,,9
3795,113482583,-37.843636,145.169224,House,616,3,1,2,43,439,0.52,0.53,320,363,35,28,63,951,1640,2604,1296,"48 Victor Cres, Forest Hill VIC 3131, Australia",3131,Forest Hill,1,House,616000,http://www.realestate.com.au/property-house-vic-forest+hill-113482583,,,,,,,,,,,1,1,1,,,,1,,,,,,,1,,,,,,,,,,,5
3796,113482591,-37.881458,144.997513,House,1135,3,2,1,37,946,0.58,0.7,361,252,8,20,27,890,1403,2994,141,"212 Hotham St, Elsternwick VIC 3185, Australia",3185,Elsternwick,1,House,1135000,http://www.realestate.com.au/property-house-vic-elsternwick-113482591,,,,,,1,,,,,,1,,1,,,,,,1,,1,,,,,,,,,,,,,5
3797,113482939,-37.879525,144.987479,House,923,3,2,2,34,948,0.67,0.77,343,252,12,18,30,1313,846,2317,470,"35-37 John St, Elwood VIC 3184, Australia",3184,Elwood,1,Townhouse,922500,http://www.realestate.com.au/property-townhouse-vic-elwood-113482939,1,1,1,,,1,1,,,,1,1,,,,1,,,,,,1,,,,,,,1,,,,,,1
3798,113483043,-37.845416,145.082379,Apartment,450,2,1,1,35,845,0.66,0.75,392,100,10,25,35,1333,1641,2288,1310,"3/217A Highfield Rd, Camberwell VIC 3124, Australia",3124,Camberwell,0,Apartment,450000,http://www.realestate.com.au/property-apartment-vic-camberwell-113483043,,,,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,1,,,,,,5
3799,113483119,-37.87845,144.992882,Apartment,355,1,1,1,33,901,0.6,0.72,300,252,8,18,25,1159,1129,2477,115,"2/191 Brighton Rd, Elwood VIC 3184, Australia",3184,Elwood,0,Apartment,355000,http://www.realestate.com.au/property-apartment-vic-elwood-113483119,,,1,,,1,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,5
3800,113483507,-37.712187,144.814218,House,605,4,2,2,43,565,0.65,0.62,408,287,45,31,79,1540,5000,1685,460,"1 Delaney Ct, Keilor VIC 3036, Australia",3036,Keilor,1,House,605000,http://www.realestate.com.au/property-house-vic-keilor-113483507,1,1,,,,,,,1,,,1,1,1,,1,1,,1,,,,,,,1,,1,,,,,,,11
3801,113483651,-37.820055,145.143395,House,765,4,2,2,45,774,0.75,0.84,315,69,9,27,36,1246,1645,194,412,"5/23 Laburnum St, Blackburn VIC 3130, Australia",3130,Blackburn,1,Townhouse,765000,http://www.realestate.com.au/property-townhouse-vic-blackburn-113483651,1,1,,1,,1,,,1,,1,1,,1,1,,,,1,,,,,,,,,1,,,,,,,11
3802,113483747,-37.953999,145.070734,House,306,2,1,2,40,585,0.52,0.53,276,316,35,40,75,1549,682,1575,2334,"83/85 Bernard St, Cheltenham VIC 3192, Australia",3192,Cheltenham,1,House,306000,http://www.realestate.com.au/property-house-vic-cheltenham-113483747,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
3803,113483771,-37.941644,145.012246,House,864,3,2,2,42,827,0.76,0.88,450,411,13,30,43,950,779,4025,1453,"2/6 Myrtle Rd, Hampton VIC 3188, Australia",3188,Hampton,1,Townhouse,864000,http://www.realestate.com.au/property-townhouse-vic-hampton-113483771,1,,,,,,,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,5
3804,113484087,-37.685462,144.782164,House,880,3,2,5,34,568,0.72,0.62,0,185,39,34,72,1521,5000,2432,908,"8 Plenty Cl, Taylors Lakes VIC 3038, Australia",3038,Taylors Lakes,1,House,880000,http://www.realestate.com.au/property-house-vic-taylors+lakes-113484087,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,1,,,,,,,7
3805,113484327,-37.791987,144.931673,House,567,3,1,0,34,1026,0.73,0.83,361,600,3,9,12,564,1244,513,214,"103 Rankins Rd, Kensington VIC 3031, Australia",3031,Kensington,1,House,567000,http://www.realestate.com.au/property-house-vic-kensington-113484327,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3
3806,113484627,-37.881772,145.149009,House,751,3,2,2,42,582,0.63,0.69,370,41,11,35,46,1163,441,1159,1251,"2A Marbray Dr, Glen Waverley VIC 3150, Australia",3150,Glen Waverley,1,House,751000,http://www.realestate.com.au/property-house-vic-glen+waverley-113484627,,1,1,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,6
3807,113484667,-37.80171,144.946104,House,680,2,1,1,30,943,0.59,0.69,429,58,12,5,17,1567,273,445,262,"66 Provost St, North Melbourne VIC 3051, Australia",3051,North Melbourne,1,Townhouse,680000,http://www.realestate.com.au/property-townhouse-vic-north+melbourne-113484667,,1,,1,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,6
3808,113484907,-37.8176557,144.9579052,Apartment,202,1,1,0,29,766,0.33,0.46,280,24,9,4,13,210,1072,579,12,"480 Collins St, Melbourne VIC 3000, Australia",3000,Melbourne,0,Serviced Apartment,202000,http://www.realestate.com.au/property-serviced+apartment-vic-melbourne-113484907,1,,,,,,1,,,,1,,,,,,,1,,,,,1,1,,,1,,,,,1,,,8
3809,113485131,-37.8147013,144.9406699,Apartment,370,1,1,1,37,1059,0.45,0.54,500,600,17,4,21,700,1795,289,37,"110/19 Rakaia Way, Docklands VIC 3008, Australia",3008,Docklands,0,Apartment,370000,http://www.realestate.com.au/property-apartment-vic-docklands-113485131,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,3
3810,113485639,-37.96972,145.052843,House,611,2,1,2,44,620,0.66,0.83,296,411,6,40,46,1138,2433,479,1531,"1/22 Glebe Ave, Cheltenham VIC 3192, Australia",3192,Cheltenham,1,House,611000,http://www.realestate.com.au/property-house-vic-cheltenham-113485639,1,1,,1,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,6
3811,113486007,-37.904535,144.998832,Apartment,750,2,2,2,49,762,0.74,0.85,577,139,6,23,29,609,1034,5000,88,"12/197-205 Bay St, Brighton VIC 3186, Australia",3186,Brighton,0,Apartment,750000,http://www.realestate.com.au/property-apartment-vic-brighton-113486007,1,1,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,5
3812,113486011,-37.982208,145.053323,House,970,5,2,0,40,722,0.75,0.84,300,411,17,43,60,807,1715,909,867,"1 Wakool Ave, Mentone VIC 3194, Australia",3194,Mentone,1,House,970000,http://www.realestate.com.au/property-house-vic-mentone-113486011,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,1,,,,,,,5
3813,113486647,-37.776481,145.123775,House,870,4,2,4,46,642,0.63,0.6,350,366,45,22,88,956,3673,878,187,"7 Olympus Dr, Manningham VIC 3107, Australia",3107,Manningham,1,House,870000,http://www.realestate.com.au/property-house-vic-templestowe+lower-113486647,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,4
3814,113486895,-37.7879,145.126391,Apartment,515,2,2,2,44,500,0.41,0.35,431,155,45,22,71,233,2862,128,173,"703/632-640 Doncaster Rd, Manningham VIC 3108, Australia",3108,Manningham,0,Apartment,515000,http://www.realestate.com.au/property-apartment-vic-doncaster-113486895,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,8
3815,113488055,-37.905779,145.1042,Unit,455,3,1,1,34,684,0.63,0.65,350,394,9,28,36,1332,1834,1344,66,"2/233 Huntingdale Rd, Oakleigh VIC 3166, Australia",3166,Oakleigh,2,Unit,455000,http://www.realestate.com.au/property-unit-vic-oakleigh-113488055,1,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,7
3816,113488411,-38.000169,145.09423,Unit,480,2,1,1,35,806,0.64,0.77,280,311,14,48,61,1062,2154,1052,805,"1/104 Chute St, Mordialloc VIC 3195, Australia",3195,Mordialloc,2,Unit,480000,http://www.realestate.com.au/property-unit-vic-mordialloc-113488411,1,,1,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,6
3817,113488423,-37.975227,145.063614,House,635,3,2,1,38,735,0.72,0.84,275,411,11,43,53,705,1528,947,624,"9A Winsome St, Mentone VIC 3194, Australia",3194,Mentone,1,Townhouse,635000,http://www.realestate.com.au/property-townhouse-vic-mentone-113488423,1,1,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,1,,,,,,,7
3818,113490115,-37.97735,145.017844,Others,640,2,1,2,49,802,0.7,0.87,350,411,43,32,75,3351,167,3554,101,"1/24 Ebden Ave, Black Rock VIC 3193, Australia",3193,Black Rock,3,Villa,640000,http://www.realestate.com.au/property-villa-vic-black+rock-113490115,1,1,,1,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,6
3819,113490479,-37.968965,145.063179,Others,400,2,1,1,42,675,0.77,0.85,365,311,11,40,51,1289,2032,723,1319,"24/26 Devon St, Cheltenham VIC 3192, Australia",3192,Cheltenham,3,Villa,400000,http://www.realestate.com.au/property-villa-vic-cheltenham-113490479,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,1,,,,,,5
3820,113490539,-38.059908,145.124548,Unit,265,2,1,1,38,691,0.67,0.78,250,227,10,57,66,1018,5000,1923,257,"2/45 York St, Bonbeach VIC 3196, Australia",3196,Bonbeach,2,Unit,265000,http://www.realestate.com.au/property-unit-vic-bonbeach-113490539,,,1,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,,,,,,6
3821,113490699,-37.926668,145.178775,House,580,4,2,1,41,635,0.58,0.57,320,240,45,36,90,577,3227,1379,1763,"8 Aintree Ave, Mulgrave VIC 3170, Australia",3170,Mulgrave,1,Townhouse,580000,http://www.realestate.com.au/property-townhouse-vic-mulgrave-113490699,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,5
3822,113490783,-37.801886,144.964314,Apartment,412,2,1,1,22,127,0.09,0.28,450,58,14,4,18,529,164,999,823,"202d/604-622 Swanston St, Carlton VIC 3053, Australia",3053,Carlton,0,Apartment,412000,http://www.realestate.com.au/property-apartment-vic-carlton-113490783,1,1,,,1,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,7
3823,113491071,-37.913601,145.008456,House,778,3,2,1,76,502,0.66,0.82,147,139,16,23,39,866,1499,5000,414,"10 Grant St, Brighton East VIC 3187, Australia",3187,Brighton East,1,House,777500,http://www.realestate.com.au/property-house-vic-brighton+east-113491071,,1,1,1,,1,,,,,1,1,,1,,,,,1,1,,,,,,,,,,,,,,,9
3824,113491075,-37.952194,145.028486,House,830,3,2,4,41,733,0.77,0.88,330,411,21,37,58,958,874,2267,318,"17 Highland Ave, Highett VIC 3190, Australia",3190,Highett,1,House,830000,http://www.realestate.com.au/property-house-vic-highett-113491075,1,1,,,,,,,,,,1,,1,,,,,,,,,,1,,,,1,,,,,,,6
3825,113491107,-38.016773,145.10156,House,545,3,2,2,39,660,0.84,0.91,400,431,18,51,69,1589,3834,1634,788,"27 Dolphin St, Aspendale VIC 3195, Australia",3195,Aspendale,1,House,545000,http://www.realestate.com.au/property-house-vic-aspendale-113491107,1,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,5
3826,113491127,-37.979465,145.025999,House,1290,5,4,2,44,774,0.68,0.89,550,411,45,40,90,3199,760,3005,275,"9 Hornby St, Beaumaris VIC 3193, Australia",3193,Beaumaris,1,House,1290000,http://www.realestate.com.au/property-house-vic-beaumaris-113491127,,,1,,,,1,,,,,1,,1,1,,,,,,,,1,1,,,,,,,,,,,7
3827,113491279,-37.71204,144.809051,House,447,3,1,2,36,602,0.68,0.63,265,287,40,31,70,1205,5000,1354,883,"14 Pukaki Ct, Taylors Lakes VIC 3038, Australia",3038,Taylors Lakes,1,House,447000,http://www.realestate.com.au/property-house-vic-taylors+lakes-113491279,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,3
3828,113491291,-37.899435,145.122975,House,685,4,3,2,33,472,0.4,0.36,340,111,37,31,67,2038,1391,2051,699,"6 Crown Cl, Oakleigh East VIC 3166, Australia",3166,Oakleigh East,1,House,685000,http://www.realestate.com.au/property-house-vic-oakleigh+east-113491291,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,7
3829,113491851,-37.964919,145.158114,House,405,3,1,3,35,415,0.37,0.29,260,490,18,38,55,1322,3026,1681,800,"80 Myrtle St, Springvale South VIC 3172, Australia",3172,Springvale South,1,House,405000,http://www.realestate.com.au/property-house-vic-springvale+south-113491851,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,4
3830,113492711,-37.838568,144.9914761,Apartment,563,2,2,1,30,1081,0.5,0.64,362,24,3,9,12,484,1140,398,106,"South Yarra VIC 3141, Australia",3141,South Yarra,0,Apartment,562500,http://www.realestate.com.au/property-apartment-vic-south+yarra-113492711,1,1,,,1,1,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,7
3831,113493335,-37.974281,145.078522,House,556,3,1,1,34,503,0.83,0.87,0,311,25,43,68,1069,976,1031,1106,"10 Nancy St, Cheltenham VIC 3192, Australia",3192,Cheltenham,1,House,556101,http://www.realestate.com.au/property-house-vic-cheltenham-113493335,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3
3832,113493795,-37.8152065,144.963937,Apartment,311,2,1,0,30,880,0.33,0.5,400,457,9,7,16,244,477,106,30,"Melbourne VIC 3000, Australia",3000,Melbourne,0,Apartment,310800,http://www.realestate.com.au/property-apartment-vic-melbourne-113493795,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3
3833,113495967,-38.048561,145.140575,House,457,4,1,2,38,611,0.74,0.83,350,227,33,55,88,2176,5000,2173,300,"36 Sutton St, Chelsea Heights VIC 3196, Australia",3196,Chelsea Heights,1,House,457000,http://www.realestate.com.au/property-house-vic-chelsea+heights-113495967,1,1,1,1,,,,1,,,1,,,,,1,,,,1,,1,,,,,,1,,,,,,,1
3834,113495975,-38.023792,145.102068,Unit,462,2,1,2,39,636,0.8,0.9,353,431,7,51,57,2179,4475,2230,235,"2/3 Afton Way, Aspendale VIC 3195, Australia",3195,Aspendale,2,Unit,462000,http://www.realestate.com.au/property-unit-vic-aspendale-113495975,1,1,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,,1,1,1,9
3835,113496939,-37.788036,144.834079,House,455,3,1,2,31,462,0.36,0.34,270,423,3,20,23,652,3414,2510,984,"48 Station Pl, Sunshine VIC 3020, Australia",3020,Sunshine,1,House,455000,http://www.realestate.com.au/property-house-vic-sunshine-113496939,,1,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,,,,,,7
3836,113499679,-37.856349,144.881707,House,545,2,1,2,38,648,0.71,0.78,326,319,9,24,33,173,784,1447,513,"37 Park Cres, Williamstown North VIC 3016, Australia",3016,Williamstown North,1,House,545000,http://www.realestate.com.au/property-house-vic-williamstown-113499679,,,,,,,,,,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,4
3837,113500027,-37.828318,145.185582,Unit,535,3,2,2,35,675,0.68,0.72,320,128,20,31,51,1010,2141,799,440,"1/46 Lorikeet St, Nunawading VIC 3131, Australia",3131,Nunawading,2,Unit,535000,http://www.realestate.com.au/property-unit-vic-nunawading-113500027,1,1,1,1,,,,,1,,1,1,1,1,,,1,,,,,,,1,,,,,,,,,,,11
3838,113500363,-37.794542,145.250609,House,531,3,1,4,39,540,0.76,0.82,331,600,36,38,74,614,1452,2550,835,"2 Abbey Ct, Ringwood VIC 3134, Australia",3134,Ringwood,1,House,530888,http://www.realestate.com.au/property-house-vic-ringwood-113500363,,,,,,,,,,,1,,1,,,1,,,,,,,,1,,,,,1,,,,,,5
3839,113500571,-37.816135,145.208735,Unit,475,3,1,2,39,638,0.58,0.67,301,177,10,32,43,1128,1391,1074,588,"2/653 Whitehorse Rd, Mitcham VIC 3132, Australia",3132,Mitcham,2,Unit,475000,http://www.realestate.com.au/property-unit-vic-mitcham-113500571,1,1,1,,,,,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,8
3840,113501275,-37.915914,145.077052,House,800,3,2,1,39,616,0.72,0.71,341,394,33,26,59,902,3928,2053,1137,"4 Lyons St, Bentleigh East VIC 3165, Australia",3165,Bentleigh East,1,Townhouse,800000,http://www.realestate.com.au/property-townhouse-vic-bentleigh+east-113501275,,,,,,1,1,,,,,,,1,,,,,,,,1,,,,,,1,1,,,,,,6
3841,113501727,-37.828967,145.225114,House,445,3,1,2,37,579,0.65,0.68,303,328,24,34,58,1469,596,1199,1643,"53 Maidstone St, Ringwood VIC 3134, Australia",3134,Ringwood,1,House,445000,http://www.realestate.com.au/property-house-vic-ringwood-113501727,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,2
3842,113501755,-37.8711773,144.9806924,Apartment,518,2,1,1,32,977,0.57,0.77,350,252,19,16,35,247,266,1223,124,"4/222 Barkly St, St Kilda VIC 3182, Australia",3182,St Kilda,0,Apartment,517500,http://www.realestate.com.au/property-apartment-vic-st+kilda-113501755,1,,1,,,1,1,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,7
3843,113502323,-37.80521,145.235069,Unit,360,2,1,0,36,645,0.68,0.77,261,212,20,34,55,910,704,1028,674,"2/58 Oliver St, Ringwood VIC 3134, Australia",3134,Ringwood,2,Unit,360000,http://www.realestate.com.au/property-unit-vic-ringwood-113502323,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,,,4
3844,113502399,-37.685443,144.746744,House,470,4,2,2,32,605,0.76,0.67,365,414,43,34,76,3007,5000,5000,682,"11 Melfin Dr, Hillside VIC 3037, Australia",3037,Hillside,1,House,470000,http://www.realestate.com.au/property-house-vic-hillside-113502399,1,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,1,1,1,7
3845,113502443,-37.9805309,145.1177362,House,450,3,2,2,49,602,0.75,0.9,378,316,45,48,90,1400,3498,1593,282,"3 Albert Pl, Dingley Village VIC 3172, Australia",3172,Dingley Village,1,House,450000,http://www.realestate.com.au/property-house-vic-dingley+village-113502443,1,1,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,8
3846,113502499,-37.849975,145.098329,Unit,630,3,3,1,36,551,0.72,0.75,461,245,23,25,48,1881,842,3102,988,"2A Eyre St, Burwood VIC 3125, Australia",3125,Burwood,2,Unit,630000,http://www.realestate.com.au/property-unit-vic-burwood-113502499,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,4
3847,113502727,-37.935076,145.011634,House,1510,3,3,2,39,843,0.74,0.85,752,139,15,30,45,854,974,4442,1137,"5 May St, Hampton VIC 3188, Australia",3188,Hampton,1,Townhouse,1520000,http://www.realestate.com.au/property-townhouse-vic-hampton-113502727,,,,1,,1,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,6
3848,113502867,-37.694066,145.102788,House,614,4,3,2,44,634,0.78,0.85,293,235,21,46,67,935,1709,2434,938,"3 Birrakay Ct, Greensborough VIC 3088, Australia",3088,Greensborough,1,House,613888,http://www.realestate.com.au/property-house-vic-greensborough-113502867,1,1,,,,,,,,,1,1,,1,,,,,,,,1,,,,1,,1,,,,,,,8
3849,113502883,-37.685132,145.104166,House,464,3,1,2,38,840,0.79,0.88,310,235,38,46,84,1869,2591,3275,1745,"17 Hamish Ct, Greensborough VIC 3088, Australia",3088,Greensborough,1,House,464000,http://www.realestate.com.au/property-house-vic-greensborough-113502883,1,1,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,6
3850,113503319,-37.793177,144.9691433,Apartment,167,1,1,0,23,142,0.11,0.22,300,76,29,2,31,567,805,1477,377,"570 Lygon St, Carlton VIC 3053, Australia",3053,Carlton,0,Apartment,167000,http://www.realestate.com.au/property-apartment-vic-carlton-113503319,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,,,,,,,4
3851,113503347,-37.808147,145.224767,Unit,340,2,1,1,35,721,0.71,0.83,278,212,17,34,51,592,1205,629,1570,"1/12 Andrew St, Ringwood VIC 3134, Australia",3134,Ringwood,2,Unit,340000,http://www.realestate.com.au/property-unit-vic-ringwood-113503347,,1,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,4
3852,113503499,-37.966973,145.057393,Apartment,520,3,2,2,36,758,0.73,0.79,368,411,4,40,44,859,2264,172,1622,"601/37-39 Station Rd, Cheltenham VIC 3192, Australia",3192,Cheltenham,0,Apartment,520000,http://www.realestate.com.au/property-apartment-vic-cheltenham-113503499,1,1,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,5
3853,113503951,-37.746266,144.96746,House,590,4,1,2,36,564,0.59,0.49,320,272,10,23,33,397,1173,3182,95,"29 Sheffield St, Coburg VIC 3058, Australia",3058,Coburg,1,House,590000,http://www.realestate.com.au/property-house-vic-coburg-113503951,,1,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,5
3854,113504775,-37.824579,144.943948,Apartment,1225,4,2,2,44,1159,0.58,0.7,680,24,20,4,24,445,2103,1198,326,"90 Lorimer St, Docklands VIC 3008, Australia",3008,Docklands,0,Apartment,1225000,http://www.realestate.com.au/property-apartment-vic-docklands-113504775,1,1,,1,,,1,,1,1,,1,,1,,,,1,1,,,,1,,,,,1,,,,,,,12
3855,113504823,-37.921326,145.04949,House,737,4,3,1,43,568,0.63,0.65,361,274,17,30,48,709,1958,4058,358,"1 Theresa St, Bentleigh VIC 3204, Australia",3204,Bentleigh,1,Townhouse,737000,http://www.realestate.com.au/property-townhouse-vic-bentleigh-113504823,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,4
3856,113504903,-37.87369,144.983835,Apartment,490,2,1,1,34,1017,0.58,0.76,368,252,17,18,34,599,190,1594,251,"2/5 Avoca Ct, Elwood VIC 3184, Australia",3184,Elwood,0,Apartment,490000,http://www.realestate.com.au/property-apartment-vic-elwood-113504903,,1,1,,,1,,,,,,,,,,1,,,,1,,1,,1,,,,,,,,,,,7
3857,113505047,-37.879695,145.104537,House,630,2,1,1,33,581,0.46,0.46,361,245,16,30,46,1781,1557,1851,1254,"7 Moorong St, Chadstone VIC 3148, Australia",3148,Chadstone,1,House,630000,http://www.realestate.com.au/property-house-vic-chadstone-113505047,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5
3858,113505483,-37.785356,145.237728,House,580,4,2,2,37,767,0.82,0.87,390,212,45,34,83,2124,2846,3168,669,"27 Middlebrook Dr, Ringwood North VIC 3134, Australia",3134,Ringwood North,1,House,580000,http://www.realestate.com.au/property-house-vic-ringwood+north-113505483,,1,,1,,,,,,,1,1,,1,,,,,,,,,,,,1,,1,,,,,,,7
3859,113506615,-37.841692,144.89068,House,713,2,1,2,37,783,0.76,0.86,340,319,11,19,30,1877,1906,2014,1169,"24 Farm St, Newport VIC 3015, Australia",3015,Newport,1,House,712500,http://www.realestate.com.au/property-house-vic-newport-113506615,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,1,7
