proNo,proID,Lat,Lng,proType,Price_k,bedroom,bathroom,parking,age_md,income_md,local_Per,English_Per,rent_md,sch_rank,to_station,Time_train,Total_Time,supermarket,hospital,shopping_center,clinic,Formated_Address,Postal_Code,Locality,pro_type_no,pro_type_real,price_real,link,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
3709,113459391,-37.746393,144.98409,House,810,3,1,2,37,738,0.68,0.63,346,272,22,33,55,1755,1550,1755,930,"2 Mount Pleasant Rd, Preston VIC 3072, Australia",3072,Preston,1,House,810000,http://www.realestate.com.au/property-house-vic-preston-113459391,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,2
3710,113459407,-37.726429,145.030177,House,405,3,1,2,70,386,0.65,0.71,150,387,36,40,76,281,2773,269,548,"81/85 Crevelli St, Reservoir VIC 3073, Australia",3073,Reservoir,1,Townhouse,405000,http://www.realestate.com.au/property-townhouse-vic-reservoir-113459407,1,1,,1,,,,,,,1,1,,1,,,,,,1,,1,,,,,,,,,,,,,8
3711,113459415,-37.729656,144.987053,House,826,4,1,2,33,690,0.53,0.48,326,272,21,37,58,276,1617,2776,583,"43 McNamara St, Preston VIC 3072, Australia",3072,Preston,1,House,826000,http://www.realestate.com.au/property-house-vic-preston-113459415,1,1,,1,,,,,,,1,1,1,,,1,,,,1,,1,,,,,,1,,,,,,1,11
3712,113459495,-37.768896,145.143502,House,773,4,3,2,41,476,0.51,0.41,390,155,45,27,90,2257,2796,2163,1808,"24 The Grange, Templestowe VIC 3106, Australia",3106,Templestowe,1,House,773100,http://www.realestate.com.au/property-house-vic-templestowe-113459495,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,1,,,,,,,5
3713,113459503,-37.896823,145.062558,House,500,2,1,1,33,724,0.44,0.49,270,225,13,22,35,1145,4301,1383,238,"3/62 Moonya Rd, Carnegie VIC 3163, Australia",3163,Carnegie,1,House,499500,http://www.realestate.com.au/property-house-vic-carnegie-113459503,1,1,1,1,,,,,,,1,1,1,,,,,,,1,,1,,1,,,,,,,,,,,1
3714,113460371,-37.893076,145.010095,Unit,637,2,1,1,36,866,0.36,0.44,276,252,11,22,33,966,515,3674,285,"8/36-38 Parnell St, Elsternwick VIC 3185, Australia",3185,Elsternwick,2,Unit,637000,http://www.realestate.com.au/property-unit-vic-elsternwick-113460371,,1,1,,,,,,,,1,,,,,,,,,1,,1,,1,,,,,,,,,,,6
3715,113460463,-37.89299,145.014982,House,1066,3,2,2,36,771,0.57,0.7,350,225,18,22,40,1164,446,3510,168,"91 Clarence St, Caulfield South VIC 3162, Australia",3162,Caulfield South,1,House,1066000,http://www.realestate.com.au/property-house-vic-caulfield+south-113460463,,,,,,,,,,,,1,1,,,,,,,1,,,,1,,,,,,,,,,,4
3716,113461307,-37.815071,145.213934,House,416,3,1,1,29,675,0.59,0.74,393,177,7,32,40,680,1480,682,994,"4 Margaret St, Ringwood VIC 3134, Australia",3134,Ringwood,1,House,416000,http://www.realestate.com.au/property-house-vic-ringwood-113461307,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,1,,,1,1,1,7
3717,113461351,-37.711298,144.998083,House,485,2,2,1,33,520,0.5,0.45,261,436,18,41,59,888,711,3018,609,"3/107 Barton St, Reservoir VIC 3073, Australia",3073,Reservoir,1,Townhouse,485000,http://www.realestate.com.au/property-townhouse-vic-reservoir-113461351,1,1,,,1,1,,,1,,1,,,1,,,,,,1,,1,,,,,,,,,,1,1,1,12
3718,113461903,-37.928763,145.036793,House,618,2,2,1,39,580,0.67,0.71,373,139,6,32,38,660,580,3530,382,"1/40 Railway Cres, Bentleigh VIC 3204, Australia",3204,Bentleigh,1,House,617500,http://www.realestate.com.au/property-house-vic-bentleigh-113461903,1,1,,1,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,7
3719,113461911,-37.936936,145.032885,House,745,3,2,2,36,717,0.7,0.74,372,139,9,34,43,562,465,2925,312,"1/20 Bartlett St, Hampton East VIC 3188, Australia",3188,Hampton East,1,Townhouse,745000,http://www.realestate.com.au/property-townhouse-vic-hampton+east-113461911,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,3
3720,113462347,-37.892767,145.012807,Unit,448,2,1,1,36,866,0.36,0.44,276,225,15,22,37,1034,456,3550,106,"2/65 Clarence St, Elsternwick VIC 3185, Australia",3185,Elsternwick,2,Unit,447500,http://www.realestate.com.au/property-unit-vic-elsternwick-113462347,,1,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,5
3721,113462391,-37.900138,145.072779,House,932,4,4,1,40,733,0.79,0.78,380,394,12,24,35,1544,4344,1539,195,"28 Doris St, Murrumbeena VIC 3163, Australia",3163,Murrumbeena,1,Townhouse,932000,http://www.realestate.com.au/property-townhouse-vic-murrumbeena-113462391,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,2
3722,113462847,-37.854229,144.896556,House,1400,1,1,0,39,819,0.77,0.87,450,251,14,24,37,398,674,532,124,"127 Douglas Parade, Williamstown VIC 3016, Australia",3016,Williamstown,1,House,1400000,http://www.realestate.com.au/property-house-vic-williamstown-113462847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,113462871,-37.827125,144.877458,House,685,3,2,2,35,706,0.73,0.78,298,319,13,18,31,1190,3695,1195,331,"89 The Avenue, Spotswood VIC 3015, Australia",3015,Spotswood,1,Townhouse,685000,http://www.realestate.com.au/property-townhouse-vic-spotswood-113462871,1,,,,,,,,1,,,1,,1,,,,,,1,,,,,,,,1,,,,1,,1,8
3724,113462887,-37.760709,145.110851,House,741,4,2,2,48,588,0.71,0.61,400,366,45,36,90,1417,4230,2873,347,"25 Birchwood Ave, Manningham VIC 3107, Australia",3107,Manningham,1,House,741000,http://www.realestate.com.au/property-house-vic-templestowe+lower-113462887,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
3725,113463115,-37.891669,145.011873,House,1255,3,2,1,39,726,0.66,0.76,260,225,15,22,37,887,592,3468,252,"38 Hartington St, Elsternwick VIC 3185, Australia",3185,Elsternwick,1,House,1255000,http://www.realestate.com.au/property-house-vic-elsternwick-113463115,,1,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,4
3726,113463299,-37.883521,145.011455,House,1090,3,2,0,34,976,0.72,0.8,400,225,14,20,33,439,1491,2676,183,"20 Edward St, Elsternwick VIC 3185, Australia",3185,Elsternwick,1,House,1090000,http://www.realestate.com.au/property-house-vic-elsternwick-113463299,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,4
3727,113463783,-37.881054,144.990526,Apartment,382,1,1,0,35,1071,0.69,0.83,350,252,15,18,32,1442,1148,2597,439,"5/4 Poets Grove, Elwood VIC 3184, Australia",3184,Elwood,0,Apartment,382000,http://www.realestate.com.au/property-apartment-vic-elwood-113463783,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,4
3728,113464539,-37.849563,144.889146,House,853,3,2,2,38,768,0.79,0.86,318,319,14,19,33,1072,1033,1290,310,"51A Bunbury St, Newport VIC 3015, Australia",3015,Newport,1,House,853000,http://www.realestate.com.au/property-house-vic-newport-113464539,1,1,,1,,1,1,,1,,1,1,,1,,,,,,1,,,,,,,,,,,,1,1,1,13
3729,113465279,-37.864266,145.15997,House,809,3,2,2,42,525,0.45,0.45,331,269,26,35,60,1444,2035,892,1085,"3 Cedar Ct, Glen Waverley VIC 3150, Australia",3150,Glen Waverley,1,House,809000,http://www.realestate.com.au/property-house-vic-glen+waverley-113465279,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3
3730,113465855,-37.9538712,145.0216876,House,740,3,1,0,37,731,0.75,0.84,430,411,20,32,52,964,351,2812,726,"157 Bay Rd, Sandringham VIC 3191, Australia",3191,Sandringham,1,House,740000,http://www.realestate.com.au/property-house-vic-sandringham-113465855,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
3731,113465923,-37.862535,145.008741,Apartment,535,2,1,1,31,980,0.59,0.71,301,252,22,16,38,1435,932,1631,441,"6/7 Celeste Ct, St Kilda East VIC 3183, Australia",3183,St Kilda East,0,Apartment,535000,http://www.realestate.com.au/property-apartment-vic-st+kilda+east-113465923,,1,1,,,,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,6
3732,113466051,-37.938442,145.13734,House,557,3,2,2,28,452,0.16,0.13,281,291,8,33,42,1756,2366,1761,819,"37 Evergreen Blvd, Clayton South VIC 3169, Australia",3169,Clayton South,1,House,556800,http://www.realestate.com.au/property-house-vic-clayton+south-113466051,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4
3733,113466223,-37.849724,145.092333,House,577,3,2,2,37,594,0.64,0.68,293,245,16,25,41,1856,807,2931,932,"2/1349 Toorak Rd, Camberwell VIC 3124, Australia",3124,Camberwell,1,Townhouse,577000,http://www.realestate.com.au/property-townhouse-vic-camberwell-113466223,1,1,,,,1,1,,1,,,1,1,1,,,,,1,,,,,,,,,,1,,,,,,1
3734,113466227,-37.836559,145.073381,Unit,642,2,1,1,37,848,0.72,0.83,386,100,4,21,25,468,2904,1473,1258,"6/2 Bringa Ave, Camberwell VIC 3124, Australia",3124,Camberwell,2,Unit,642000,http://www.realestate.com.au/property-unit-vic-camberwell-113466227,1,1,,1,,,,,1,,1,1,1,,,,1,,,,,,,1,,,,,,,,,,,9
3735,113466231,-37.805471,145.200917,House,577,3,1,2,36,610,0.76,0.8,340,177,30,31,61,1297,781,1322,817,"3/82 Chippewa Ave, Donvale VIC 3111, Australia",3111,Donvale,1,House,577000,http://www.realestate.com.au/property-house-vic-donvale-113466231,1,1,,1,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,1,,,,,,,1
3736,113466279,-37.6961935,145.0512463,House,605,3,2,2,33,432,0.41,0.39,300,360,45,42,90,602,1095,1855,1213,"62 Nickson St, Bundoora VIC 3083, Australia",3083,Bundoora,1,House,605000,http://www.realestate.com.au/property-house-vic-bundoora-113466279,1,,,,,1,,,1,,1,,1,1,,,1,,1,1,,,,,,,,1,,,,,,,1
3737,113466647,-37.870133,144.976982,Apartment,535,2,1,1,35,1019,0.63,0.81,351,252,22,16,38,251,553,1022,263,"10g/12 Marine Parade, St Kilda VIC 3182, Australia",3182,St Kilda,0,Apartment,535000,http://www.realestate.com.au/property-apartment-vic-st+kilda-113466647,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,3
3738,113466799,-37.839089,144.937466,House,1230,3,2,2,32,1368,0.61,0.74,431,24,45,4,51,364,1585,1364,1338,"10/130 Princes St, Port Melbourne VIC 3207, Australia",3207,Port Melbourne,1,Townhouse,1230000,http://www.realestate.com.au/property-townhouse-vic-port+melbourne-113466799,1,1,,,,1,1,,,,1,1,,1,,,,,1,1,,,,,,,,1,,,,,,,1
3739,113466879,-37.78715,145.134673,House,822,3,1,2,47,468,0.4,0.41,350,155,45,22,76,755,2445,751,457,"734 Doncaster Rd, Manningham VIC 3108, Australia",3108,Manningham,1,House,822000,http://www.realestate.com.au/property-house-vic-doncaster-113466879,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6
3740,113467059,-37.911716,145.097373,Unit,500,3,1,1,38,542,0.67,0.66,395,394,17,28,45,1357,2168,1373,263,"2/3 Mimosa Ave, Oakleigh South VIC 3167, Australia",3167,Oakleigh South,2,Unit,500000,http://www.realestate.com.au/property-unit-vic-oakleigh+south-113467059,1,1,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,1,1,1,1
3741,113467111,-37.750548,144.984729,House,735,4,2,1,37,835,0.77,0.78,340,272,22,31,53,1615,1298,1619,840,"194 Miller St, Preston VIC 3072, Australia",3072,Preston,1,House,735000,http://www.realestate.com.au/property-house-vic-preston-113467111,1,1,1,1,,1,1,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1
3742,113467755,-37.729064,144.789941,House,345,4,2,4,32,355,0.34,0.24,280,486,8,31,38,2041,4105,864,488,"22 Kerrison Ave, St Albans VIC 3021, Australia",3021,St Albans,1,House,345000,http://www.realestate.com.au/property-house-vic-st+albans-113467755,1,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,6
3743,113467795,-37.894469,144.74319,House,460,4,2,3,33,621,0.62,0.68,320,600,45,31,78,916,3935,904,1365,"99 Jamieson Way, Point Cook VIC 3030, Australia",3030,Point Cook,1,House,460000,http://www.realestate.com.au/property-house-vic-point+cook-113467795,1,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,1,,,,1,1,1,8
3744,113467983,-37.928674,145.117693,Apartment,313,2,1,1,31,371,0.33,0.3,322,291,7,31,38,282,1013,1206,129,"20/1324-1328 Centre Rd, Clayton South VIC 3169, Australia",3169,Clayton South,0,Apartment,312500,http://www.realestate.com.au/property-apartment-vic-clayton+south-113467983,1,,,,,1,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,1,1,9
3745,113468147,-37.702618,144.872157,House,445,3,1,2,37,577,0.64,0.67,260,293,45,30,90,1748,5000,1718,1154,"12 Athena Cl, Tullamarine VIC 3043, Australia",3043,Tullamarine,1,House,445000,http://www.realestate.com.au/property-house-vic-tullamarine-113468147,1,1,,,,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,6
3746,113468319,-37.836671,144.92289,House,642,1,1,2,48,368,0.6,0.6,129,24,45,4,58,1661,537,2671,2573,"340 Howe Parade, Port Melbourne VIC 3207, Australia",3207,Port Melbourne,1,House,642000,http://www.realestate.com.au/property-house-vic-port+melbourne-113468319,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
3747,113468335,-37.796445,144.990166,House,805,3,2,2,34,892,0.67,0.77,290,457,10,18,29,803,1059,585,568,"1C Ballarat St, Collingwood VIC 3066, Australia",3066,Collingwood,1,House,805000,http://www.realestate.com.au/property-house-vic-collingwood-113468335,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,2
3748,113468379,-37.787127,144.979708,House,660,1,1,1,34,808,0.68,0.76,256,148,17,25,41,1247,671,1373,138,"222 Rae St, Fitzroy North VIC 3068, Australia",3068,Fitzroy North,1,House,660000,http://www.realestate.com.au/property-house-vic-fitzroy+north-113468379,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2
3749,113468447,-37.7987555,144.8969141,House,428,2,1,1,32,438,0.46,0.48,300,423,9,10,19,243,1098,278,102,"Greenham Pl, Footscray VIC 3011, Australia",3011,Footscray,1,Townhouse,428000,http://www.realestate.com.au/property-townhouse-vic-footscray-113468447,,1,1,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,5
3750,113468519,-37.938394,145.205217,Unit,337,2,1,1,41,639,0.58,0.54,300,396,45,41,90,1312,638,1392,1450,"1/8 Jeanette Ct, Mulgrave VIC 3170, Australia",3170,Mulgrave,2,Unit,337000,http://www.realestate.com.au/property-unit-vic-mulgrave-113468519,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3
3751,113469475,-37.728326,144.988209,House,446,3,1,1,40,484,0.63,0.52,290,272,19,37,56,400,1438,2856,748,"1/34 Union St, Preston VIC 3072, Australia",3072,Preston,1,House,446250,http://www.realestate.com.au/property-house-vic-preston-113469475,1,1,,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,1,,,,,,7
3752,113469483,-37.74365,145.001426,House,585,3,1,2,30,522,0.49,0.49,281,335,7,33,39,689,398,847,132,"5 Mary St, Preston VIC 3072, Australia",3072,Preston,1,House,585000,http://www.realestate.com.au/property-house-vic-preston-113469483,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,3
3753,113469591,-37.89787,145.150295,House,760,4,2,2,32,625,0.4,0.35,380,111,34,37,71,914,1495,903,233,"15 Tulloch Grove, Glen Waverley VIC 3150, Australia",3150,Glen Waverley,1,House,760000,http://www.realestate.com.au/property-house-vic-glen+waverley-113469591,1,1,1,1,,,,,1,,,1,1,1,1,,,,,,,,1,,,,,1,,1,,,,,12
3754,113469631,-37.816528,145.121823,Apartment,342,1,1,1,28,279,0.17,0.27,250,69,5,22,27,249,300,280,449,"5/7 Bruce St, Box Hill VIC 3128, Australia",3128,Box Hill,0,Apartment,342000,http://www.realestate.com.au/property-apartment-vic-box+hill-113469631,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3755,113469939,-37.7754233,145.1460191,House,705,4,2,2,42,482,0.53,0.49,425,155,45,27,90,2083,2096,1407,1905,"15 Loxley Ct, Doncaster East VIC 3109, Australia",3109,Doncaster East,1,House,705000,http://www.realestate.com.au/property-house-vic-doncaster+east-113469939,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,3
3756,113469947,-37.780183,145.183224,House,705,3,2,3,39,489,0.68,0.62,136,153,45,28,90,1582,1517,2402,2792,"8 Drewe Cl, Donvale VIC 3111, Australia",3111,Donvale,1,House,705000,http://www.realestate.com.au/property-house-vic-donvale-113469947,1,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,5
3757,113470423,-37.80203,144.995267,House,810,2,1,0,36,822,0.63,0.68,320,457,4,17,22,853,1399,881,784,"138 Park St, Abbotsford VIC 3067, Australia",3067,Abbotsford,1,House,810000,http://www.realestate.com.au/property-house-vic-abbotsford-113470423,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,3
3758,113471307,-37.707435,145.09579,Others,412,2,1,1,41,504,0.81,0.87,280,235,17,46,63,466,577,934,434,"5/9-11 McDowell St, Greensborough VIC 3088, Australia",3088,Greensborough,3,Villa,412000,http://www.realestate.com.au/property-villa-vic-greensborough-113471307,1,1,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,7
3759,113471495,-37.791759,145.139989,House,835,4,3,2,38,371,0.45,0.35,320,155,45,27,73,1378,1989,907,1029,"1/23 Coolabah St, Manningham VIC 3108, Australia",3108,Manningham,1,Townhouse,835000,http://www.realestate.com.au/property-townhouse-vic-doncaster-113471495,1,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,1,1,1,7
3760,113471535,-37.878199,144.988148,Apartment,300,1,1,0,34,948,0.67,0.77,343,252,10,18,28,1156,775,2217,422,"8/39 Byron St, Elwood VIC 3184, Australia",3184,Elwood,0,Apartment,300000,http://www.realestate.com.au/property-apartment-vic-elwood-113471535,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2
3761,113471751,-37.845644,145.164198,Unit,490,2,2,1,39,371,0.55,0.55,166,363,41,28,69,1051,1558,2160,1295,"2/48 Romoly Dr, Forest Hill VIC 3131, Australia",3131,Forest Hill,2,Unit,490000,http://www.realestate.com.au/property-unit-vic-forest+hill-113471751,,1,,1,,,,,1,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,7
3762,113471783,-37.940842,145.027606,House,610,3,1,1,40,659,0.71,0.8,270,411,19,34,53,685,953,2936,735,"29 Widdop Cres, Hampton East VIC 3188, Australia",3188,Hampton East,1,House,610000,http://www.realestate.com.au/property-house-vic-hampton+east-113471783,1,1,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,5
3763,113471911,-37.704969,145.098172,House,450,2,1,1,41,611,0.74,0.8,300,235,12,46,58,174,744,1263,96,"1/11 Ester St, Greensborough VIC 3088, Australia",3088,Greensborough,1,Townhouse,450000,http://www.realestate.com.au/property-townhouse-vic-greensborough-113471911,1,1,,1,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,7
3764,113472059,-37.845392,145.054801,Unit,510,2,1,1,36,839,0.65,0.76,351,600,17,19,36,596,1942,804,506,"3/887 Toorak Rd, Camberwell VIC 3124, Australia",3124,Camberwell,2,Unit,510000,http://www.realestate.com.au/property-unit-vic-camberwell-113472059,1,1,,,,,,,1,,1,1,,,,,1,,,1,,,,1,,,,,,,,,,,8
3765,113472619,-37.847867,144.978225,Apartment,649,2,1,1,32,1125,0.48,0.62,470,24,15,12,26,156,412,1367,953,"55 Queens Rd, Melbourne VIC 3004, Australia",3004,Melbourne,0,Apartment,649000,http://www.realestate.com.au/property-apartment-vic-melbourne-113472619,,,,,,1,1,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,5
3766,113473091,-37.772609,145.031436,House,1240,3,2,2,40,821,0.83,0.82,438,252,11,28,39,901,2319,2846,445,"31 Bennett St, Alphington VIC 3078, Australia",3078,Alphington,1,House,1240000,http://www.realestate.com.au/property-house-vic-alphington-113473091,,1,1,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,5
3767,113474171,-37.744328,144.945163,House,651,3,1,2,34,732,0.76,0.66,250,124,22,21,43,1657,1654,3768,77,"176 Melville Rd, Pascoe Vale South VIC 3044, Australia",3044,Pascoe Vale South,1,House,650500,http://www.realestate.com.au/property-house-vic-pascoe+vale+south-113474171,1,1,1,,,1,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,8
3768,113474319,-37.709198,145.097321,House,491,3,1,1,37,646,0.77,0.82,310,235,18,46,64,515,787,971,540,"121 Nell St, Greensborough VIC 3088, Australia",3088,Greensborough,1,House,491000,http://www.realestate.com.au/property-house-vic-greensborough-113474319,1,1,,1,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,6
3769,113474375,-37.710391,144.770472,House,373,3,2,2,33,426,0.49,0.3,300,414,22,34,56,1276,5000,1990,441,"4 Adina Pl, Delahey VIC 3037, Australia",3037,Delahey,1,House,372500,http://www.realestate.com.au/property-house-vic-delahey-113474375,,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4
3770,113474379,-37.871339,145.102342,House,650,3,2,2,33,501,0.58,0.57,173,245,15,30,45,971,1764,2226,998,"1/37 Jordan St, Ashwood VIC 3147, Australia",3147,Ashwood,1,Townhouse,650000,http://www.realestate.com.au/property-townhouse-vic-ashwood-113474379,1,,,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,5
3771,113475815,-37.883723,144.985441,Apartment,450,2,1,1,35,1049,0.64,0.75,356,252,21,20,41,1696,1190,2675,178,"5/61 Ormond Rd, Elwood VIC 3184, Australia",3184,Elwood,0,Apartment,450000,http://www.realestate.com.au/property-apartment-vic-elwood-113475815,,,,,,1,1,,,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,6
3772,113475975,-37.745197,144.995858,House,565,2,1,1,38,465,0.66,0.63,269,272,7,33,40,927,826,920,459,"45 Penola St, Preston VIC 3072, Australia",3072,Preston,1,House,565000,http://www.realestate.com.au/property-house-vic-preston-113475975,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,1,,,,1,,6
3773,113476239,-37.737519,145.266572,House,895,4,2,5,40,737,0.84,0.94,436,419,45,42,90,3822,5000,4419,269,"26 Launders Ave, Wonga Park VIC 3115, Australia",3115,Wonga Park,1,House,895000,http://www.realestate.com.au/property-house-vic-wonga+park-113476239,1,1,,,,,,,,,,1,,1,,,,,,,,1,1,1,,1,,1,,,,,,,9
3774,113476347,-37.716169,144.764195,House,370,3,2,1,32,586,0.59,0.38,320,414,34,34,68,2094,5000,1843,177,"6 Clyde Cl, Taylors Hill VIC 3037, Australia",3037,Taylors Hill,1,House,370000,http://www.realestate.com.au/property-house-vic-taylors+hill-113476347,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,7
3775,113476503,-37.8398905,145.140217,House,615,2,2,1,37,631,0.68,0.66,346,363,30,27,57,1142,1571,1501,532,"48A Aldinga St, Blackburn South VIC 3130, Australia",3130,Blackburn South,1,House,615000,http://www.realestate.com.au/property-house-vic-blackburn+south-113476503,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2
3776,113476611,-37.775608,145.149514,House,1135,4,2,2,42,482,0.53,0.49,425,153,45,27,90,2183,1882,1361,2206,"17 Beresford Cl, Doncaster East VIC 3109, Australia",3109,Doncaster East,1,House,1135000,http://www.realestate.com.au/property-house-vic-doncaster+east-113476611,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,5
3777,113476619,-37.783928,145.167365,House,765,4,2,2,45,636,0.56,0.6,381,153,45,26,88,907,726,1667,2531,"32 Abelia St, Doncaster East VIC 3109, Australia",3109,Doncaster East,1,House,765000,http://www.realestate.com.au/property-house-vic-doncaster+east-113476619,1,1,,1,,,,,,,,1,1,1,,,,,,,,1,,,,1,,,,,,,,,8
3778,113476911,-38.05726,145.130771,House,680,3,1,0,41,584,0.66,0.82,231,227,18,57,74,1360,5000,1658,409,"63 Scotch Parade, Bonbeach VIC 3196, Australia",3196,Bonbeach,1,House,680000,http://www.realestate.com.au/property-house-vic-bonbeach-113476911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,113476979,-37.769354,145.092892,House,640,3,1,2,50,398,0.55,0.45,330,366,45,34,79,388,3011,2612,690,"42 Pinnacle Cres, Manningham VIC 3105, Australia",3105,Manningham,1,House,640000,http://www.realestate.com.au/property-house-vic-bulleen-113476979,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,3
3780,113476995,-37.817461,145.191635,Apartment,232,1,1,1,0,350,0,0,0,177,2,31,32,266,824,241,90,"230b/1-19 Colombo St, Mitcham VIC 3132, Australia",3132,Mitcham,0,Apartment,232000,http://www.realestate.com.au/property-apartment-vic-mitcham-113476995,1,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4
3781,113477039,-37.946401,145.1013946,Unit,495,3,1,1,39,409,0.37,0.33,410,291,45,31,78,2702,2238,3609,267,"Elder St S & Poulter Cres, Clarinda VIC 3169, Australia",3169,Clarinda,2,Unit,495000,http://www.realestate.com.au/property-unit-vic-clarinda-113477039,1,1,,1,,1,,,1,,,1,,,,,,,,1,,1,,,,,,,,,,1,1,1,11
3782,113477351,-37.871956,145.151095,House,1330,5,2,2,39,510,0.42,0.42,361,41,6,35,41,1284,1131,1143,1235,"8 Fiona Ct, Glen Waverley VIC 3150, Australia",3150,Glen Waverley,1,House,1330000,http://www.realestate.com.au/property-house-vic-glen+waverley-113477351,1,1,,1,,1,,,1,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,9
3783,113477763,-37.832055,145.164422,House,892,4,2,2,44,778,0.79,0.88,321,363,25,26,51,462,752,2377,743,"5 Beatrice Ct, Blackburn VIC 3130, Australia",3130,Blackburn,1,House,892000,http://www.realestate.com.au/property-house-vic-blackburn-113477763,1,1,,1,,,,,1,,,1,1,1,1,1,1,,,1,,1,,,,,,1,,,,,,,13
3784,113477951,-37.729476,144.775905,House,330,4,2,1,33,320,0.35,0.27,250,414,24,31,55,2391,4864,551,1685,"45 Grevillea Rd, Kings Park VIC 3021, Australia",3021,Kings Park,1,House,330000,http://www.realestate.com.au/property-house-vic-kings+park-113477951,,1,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,4
3785,113478375,-37.926176,145.111396,House,823,4,3,2,32,415,0.39,0.34,285,394,12,31,43,633,1145,1573,503,"77 Ormond Rd, Clayton VIC 3168, Australia",3168,Clayton,1,House,823000,http://www.realestate.com.au/property-house-vic-clayton-113478375,1,1,1,1,,1,,,1,,,1,,1,,,,,,,,,,,,,,1,,,,1,1,1,12
3786,113478391,-37.932442,145.134485,House,615,4,3,2,33,477,0.43,0.37,276,291,14,33,47,1554,1667,1273,998,"22 First St, Clayton South VIC 3169, Australia",3169,Clayton South,1,House,615000,http://www.realestate.com.au/property-house-vic-clayton+south-113478391,,,1,,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,1,1,1,8
